country	review_text	taste	varieta
china	The baby received, the packaging looks good in the atmosphere, the most critical thing is pure taste, a shopping satisfaction		cabernet franc cabernet
uk	Six of this ...first tried at a recent function...and enjoyed by all there so much that I have stocked up for the July BBQs! Great value for money (IMO) at just a few pennies over a fiver a bottle, delivered (at the time of writing). They arrived impeccably packed for safe transit in individual cardboard wraps inside a sturdy, double-skinned carton. 2014 label ~ McGuigan ~ South Eastern Australia ~ 'Black Label' ~ Sauvignon Blanc ~ 12% Vol ~ 750 ml ~ Screw top It is exactly as the label states: ~ 'This is a full-flavoured wine with the classic varietal characters of passion fruit, cut grass and hints of peach. It is clean and crisp with generous flavours and a zesty lime finish. The perfect accompaniment to lighter style dishes, particularly seafood and fresh pasta'. For me, this pips the 2014 McGuigan CLASSIC Sauvignon Blanc, but only just - they are both great. ooOoo Manufacturer detail: 'McGuigan Wines was established to celebrate the culmination of 3 generations of wine growing by the McGuigan family. Founder Brian McGuigan adopted the central symbol of the family crest, the lion, to reflect inspiration & the McGuigan's enduring spirit & passion for producing great quality Australian wine. Today Brian's brother, Neil McGuigan, is at the helm of McGuigan Wines & continues the proud family tradition. IWSC Winemaker of the Year-2009/2011/2012 & IWC White Winemaker of the Year-2009/2012/2013' I am now waiting for the silky smooth red to come back into stock, to balance the colours...and the budget!	grass peach limefresh crisp zesty silky smooth light lean clean	sauvignon blanc sauvignon
uk	I bought this just before Christmas when it had an unexpected price drop. This wine is great (as are the Shiraz and Merlot) very drinkable and as I dont believe it is sold in the supermarket, it looks a little more premium to take over to a BBQ or dinner with friends. I would recommend adding this to the CamelCamelCamel website so that you can nab a case, or two, or three....... next time it drops in price.		sauvignon blanc sauvignon
uk	Lovely wine, you can't go wrong with a McGuigans. I bought a case of 6, very moreish but it seems to have the side effect of causing you to wake up with a traffic cone on your head and marker pen all over you.		sauvignon blanc sauvignon
uk	Both of us are not so keen on Sauvignon's which have an Oakey flavour. It was a really nice wine but didn't realise it wasn't what I would call a clean suavignon. If you like the Oak then this one is for you.		sauvignon blanc sauvignon
uk	Long since drunk these bottles. not the best Sauvignon I have ever tasted but good for the vprice.		sauvignon blanc sauvignon
uk	Easy drinking, light Sauvignon. We keep this in stock for parties and bbq's and the like.		sauvignon blanc sauvignon
uk	Fine wine, good price, rubbish delivery. Delivery driver kept us waiting all day then knocked and disappeared not happy		sauvignon blanc sauvignon
uk	Spot on. Didn't last long though. Good for an everyday drinking wine. Great price though.		sauvignon blanc sauvignon
uk	Just awful, asked for a refund as tastes foul. We buy a lot of sauvgnon blanc, never will but this again!		sauvignon blanc sauvignon
uk	I love McGuigan wines and this one didnt disappoint.		sauvignon blanc sauvignon
uk	This wine is just lovely! Bought a few cases in the black friday deals. £30 for 6 is a great price for this wine.		sauvignon blanc sauvignon
uk	this is a nice every day wine and at a good price. Would recommend trying it.		sauvignon blanc sauvignon
uk	Sent as gift and had lovely tart taste .. Very much enjoyed!		sauvignon blanc sauvignon
uk	not brilliant, but an easy every day glass of wine.		sauvignon blanc sauvignon
uk	We brought this wine as we are forever buying a couple of bottles from the supermarket at a time and this was hit and miss. We wanted to buy a decent wine that was the same bottle and consistent. This is a very easy wine to drink. Best served quite chilled. Great value - even a friend who is a great wine drinker commented on the quality.		sauvignon blanc sauvignon
uk	With roots in the Hunter Valley from 1880, McGuigan wine has been produced in Southern Australia’s Barossa Valley since the late 1990s. The 2014 Black Label Sauvignon Blanc is presented in a screw capped bottle, which significantly reduces the potential for the wine to be corked, as well as making it so much easier to open the bottle! It’s priced at the entry level for Sauvignon Blanc but delivers far more than bottles I’ve had that retail at twice the price, so is unlikely to disappoint. I tend to gravitate towards dry white wines such as Chablis, Sancerre, Chardonnay and Burgundy and find some Sauvignon Blancs too close to medium for my taste. The 2014 McGuigan is refreshingly dry and crisp, served chilled it is perfectly suited to an evening in the garden relaxing after a hard day’s work. Try it with a simple pasta drizzled in olive oil and topped with a light grating of parmesan or crumbled goats cheese or just a plain salad; perfect.	olivefresh plain crisp dry light refreshing	sauvignon blanc sauvignon
uk	"I bought this on Amazon Prime Day for an absolute bargain price. Delivered the next day as always, and what can I say? They taste great! Obviously an Australian wine, it comes with a screw top lid and is available in most supermarkets here in the UK. At 12% it isn't the strongest of wines on the market, but for a white, it certainly has enough of a body to enjoy! The standard description: ""This is a full-flavoured wine with the classic characters of passionfruit, cut grass and hints of peach. It is clean and crisp with generous flavours and a zesty lime finish."" is pretty accurate. I definately get the passionfruit and the lime finish. Not sure about the cut grass though! All you need to remember is this won't be a wine that will blow your guests away at a dinner party, but it's the perfect bottle to take to an informal BBQ on a warm summers evening."	grass peach lime lime grasscrisp zesty lean clean strong	sauvignon blanc sauvignon
uk	Very pleasant, great value. Perhaps not up to the standard of NZ Sauv Blanc (that's not a surprise) but the best Australian SB I've tasted, as good as most Chilean and fantastic value in this deal delivered to the door.		sauvignon blanc sauvignon
uk	Not quite what I was expecting. Seems more like a dryish chardonnay with a bit of carbonated fizz added than a SV. Not in the same league as a reasonable NZ M SV like Mud or Brancott or Villa - which I only buy when on offer. It's drinkable but then so are many others wines. McGuigan used to do a chadonnay/viognier which was cheap and very drinkable. Still whatever makes your dingo happy!		sauvignon blanc sauvignon
uk	It matches the description and is pleasant to drink. I bought it on offer for under £ 5 per bottle. I would not pay the normal £ 7.		sauvignon blanc sauvignon
uk	Excellent wine will definitely be ordering some more soon.		sauvignon blanc sauvignon
uk	Very nice wine, on its own or with food. At the lightning deal of around £5 a bottle, really can't go wrong! Wish I'd ordered more from the deal		sauvignon blanc sauvignon
uk	looks what it is a good tasting white wine buy every year for my sister who wont have any other		sauvignon blanc chardonnay sauvignon
uk	Very nice Chardonnay at a very reasonable price. Delivered on time and well packaged.		chardonnay
uk	Love it. Can be a bit pricey, so keep an eye out for best buys.		chardonnay
uk	Arrived promptly and as described. A gift so not tasted yet but the look lovely, thanks!		
uk	It was a gift for my cousins 18th But Leanne did say it was very nice . I will order again soon . Thank you .		
uk	yes I was so pleased with the price delivery and quality that I ordered it again		
uk	would not use again, did not deliver the item at all and then when I checked some time later they agreed it had not been sent , although I had an e-mail to say it was dispatched		
uk	We were sent this as a gift. But beware. the delivery company they use is dreadful. They only deliver Mon to Fri and can only give an 'all day' slot if you try to rebook. They wouldnt leave it unsigned for or at another address. I ended up having to take time off to go to the depot. So although when we got the product it looked nice and was well presented it was a real pain to get and took all the pleasure away. so if you are sending this you may need to consider how easy it is for your friend to get it. and I note ours is not the only delivery problem.		
uk	It was a gift for my daughter and son in law, they loved it		
uk	I purchased this gift for a friend and we enjoyed both of the wines together. They were both very easy drinking wines and the next time I have a gift to buy I will be coming back for more.		
uk	Great value (bought as a black Friday deal). Arrived in perfect condition and was a perfect, refreshing glass of sauvignon blanc. It went down well over Christmas. Would definitely buy again - especially when on offer.		sauvignon blanc sauvignon
uk	Nice Wine enjoyed will buy again when on offer again ;-)		sauvignon blanc sauvignon
uk	great deal. will be looking out for this offer again		sauvignon blanc sauvignon
uk	lovely fresh taste a very good wine my freinds were very impresed and that made my day.definatley recomend		chardonnay
uk	Great taste. Packaging was good - outer prime box was not labelled fragile despite internal box being labelled fragile. Delivery driver was good though as no damage.		chardonnay
uk	Wine tastes good. Recipient of wine was very pleased with it.		chardonnay
uk	It’s good, not quite what I was hoping for, a bit green, gooseberry tasting...	gooseberryberry green gooseberry	chardonnay
uk	Great wine for the price and delivery was excellent		chardonnay
uk	Lovely wine at a great price. I will certainly be buying it again.		chardonnay
uk	Quite delicious, as to be expected from the Jacob Creek stable.		chardonnay
uk	Was a bit disappointed. I have had this product several times with out insident. How ever this time I only received 4 bottles of wine instead of the normal 6 that I ordered.		chardonnay
uk	Not the best Chardonnay around, but pleasant and inexpensive.		chardonnay
uk	Best value for my money and enjoy having them delivered rather than have to carry them home or risk breakage.		chardonnay
uk	It could have oakier. Not a classy wine. Run of the mill.		chardonnay
uk	I love this wine but was a bit dissapointed about the delivery		chardonnay
uk	Not exactly to my taste, so not really fair to comment		chardonnay
uk	Brilliantly packaged and great tasting wine. Will buy again.		chardonnay
uk	I'm no wine buff, but this was pretty poor. A kind of 'thin' taste, and a definite and slightly unpleasant after-taste, possibly best described as 'chemically'. Have to admit, I bought on price - this was on offer, so thought it was worth a punt. Bought a case, but my wife and I could only drink two bottles. The rest will be used for cooking...		sauvignon blanc sauvignon
uk	Great price, the wine is alright, neither the best nor the worst I've had!		sauvignon blanc sauvignon
uk	Just ok not as good as I had hoped for tasted quite cheap.		sauvignon blanc sauvignon
uk	It's OK! Slightly to acidic for me, vague melon notes was all I got out of this. At full price £5.95 don't bother there are better cheap Chardonnays around as a trip to Lidl will confirm, but for a fiver or less it's ok.		chardonnay
uk	Great wine and great price cant buy this in the shops and postage was free what a bargain		chardonnay
uk	Reasonable for the price but I don't think I shall reorder this wine		chardonnay
uk	Best chardonnay I've had. Smooth hints of peach and melon without being sweet to the taste.	peachsmooth sweet melon	chardonnay
uk	"I bought this during one of the Amazon lightning deals (although the price has remained low) - this is a budget Chardonnay and is perfectly drinkable. Amazon described 3 stars as representing ""It's okay"", 4 as ""I like it"" and 5 as ""I love it"". Perhaps others reviewing this wine have managed their expectations really well and genuinely ""love it"" but there's little to be excited about - its a fairly standard / mediocre Chardonnay. That's not to mean that its terrible - but its just ""okay"". I wouldn't pay full price for it as you'd probably get a better deal with another wine but if its on sale and you want a standard drinkable Chardonnay - then it's okay for that."		chardonnay
uk	The chardonnay has quite a distinctive taste. The oaky flavour wasn't for me, however, my other half loved it. Perhaps it is just down to personal taste. I can recommend the Black Label Pinot Grigio!		chardonnay
uk	McGuigan is always excellent and these are no exception. Good value and well packaged.		chardonnay
uk	Very nice wine, went down well with friends at my last party.		chardonnay
uk	One of my favourites! Great wine at a good price, and two quid a bottle cheaper than Morrisons, including delivery!		chardonnay
uk	Purchased on Prime Day on behalf of my parents who drink a lot of wine but aren't wine snobs. They like it.		chardonnay
uk	Superb product, would highly recommend this to anyone.		chardonnay
uk	What can I say, the wine is very nice much better than some of the other Mc Guigans wine.		chardonnay
uk	Only tried because of the prime promotion. Very average.		chardonnay
uk	Not what I expect of Chardonnay, but still good. Full of flavour		chardonnay
uk	Amazing wine!! One of my favourites. Great delivery.		chardonnay
uk	Fruity and dingy - good reliable example of NZ Sauv Blanc. Great price. Some adverts get the year wrong so watch out for that. Can't go wrong with these.		sauvignon blanc sauvignon
uk	Had this Sauvignon Blanc at a local restaurant, my partner loved it. Really appreciated by my family at Christmas		sauvignon blanc sauvignon
uk	beautiful wine and it came earlier for our dinner party, happy customer		sauvignon blanc sauvignon
uk	I received year 2017, is not as good as other years from this brand		sauvignon blanc sauvignon
uk	This wine is frankly amazing. We stumbled across this in Tesco on offer a year or so ago and have been buying it monthly ever since, so I feel I'm quite aware of pricing! Due to popularity it's risen in price from £8.75 to £9.50 in the last few months, but often goes on offer to £7.50 or so in the supermarkets. As soon as we saw an Amazon deal for £21 for 3x I knew I'd just buy it. Prime delivered in 24 hours and very well packaged so was happy with the delivery of the items and the price was superb. The wine is light and incredibly fruity, the clear/lightly green-tinted glass gives it a nice look, the only thing detracting from it at the moment is the Red Lions promotion currently on all the bottles - when it's not on there the wine clearly looks like a £10+ bottle, and dare I say tastes like a £15+ bottle. This will forever be in our wine rack.		sauvignon blanc sauvignon
uk	It had very attractive price on sale. May be less exotic in taste than other well known Marlborough Sauvignons. At the same time very pleasant with citrus and pineapple notes.	citrus pineapplecitrus apple	sauvignon blanc sauvignon
uk	Nice, a good easy to drink white for those who don't really like the sharpness of most whites - so great if you are a Red drinker forced to drink white by your partner (not that this happens to me, I have complete control and never give in for an easy life)		sauvignon blanc sauvignon
uk	Got at a good price in the lightning sale and very pleased with . Got 2 lots for Christmas		sauvignon blanc sauvignon
uk	My wife loves it and at this price too good to miss.		sauvignon blanc sauvignon
uk	Disaster.. wine was so acidic it made a fizzy sound when opened! Sparkling when should of tasted smooth. I know this wine £6 good price but this selection was off! As Amazon don't refund on alcohol .. I was refunded the whole amount this time. Won't buy again alcohol. Pick up was arranged Amazon were supportive.		sauvignon blanc sauvignon
uk	I recommend this sauvignon blanc. Beautifully balanced and not too grassy or acidic. This is New Zealand sauvignon blanc and is much much better than sauvignon blanc from any other country.		sauvignon blanc sauvignon
uk	"Maybe it's just me but I didn't get ""intense aromas of nettles, melon and grapefruit"". I've never tried nettles... To me it tasted a bit too sweet with a hint of fizz and a little greenness (ie fresh fruits). I prefer Brancott Estate which manages to give alcohol, sweetness, dryness, a nice fizz and greenness. Whatever, Mudhouse SV is quite drinkable and has a fair amount of alcohol even though I can't taste it. Maybe longer in the bottle would be better. Edit: I bought it again but because Amazon currently offers it at an excellent price. This is a bargain price for NZ Marlborough SV. If only others would follow suit... Still a bit muddy but it gets less so when the price drops enough!"	grapefruitfresh green sweet dry melon	sauvignon blanc sauvignon
uk	Great Marlborough Sauvignon. Definitely one of my favourites- very smooth.		sauvignon blanc sauvignon
uk	love it love it love it.. Should have bought more!!		sauvignon blanc sauvignon
uk	Beautiful wine, very much like the popular Sunday bay as from same region. I defiantly commend		sauvignon blanc sauvignon
uk	Frustrated because it's a good wine but sweeter than it should be, 5* otherwise.		sauvignon blanc sauvignon
uk	Good quality NZ Sauvignon Blanc, a bit lighter on the acid than some and less distinctive but very pleasant		sauvignon blanc sauvignon
uk	I love the description of how lovingly the wine is made. From the careful handling of the grapes in the vineyard, to the skill and care used in the winery. The only step that's missing is the bulk tanker shipping, UK bottling and the massive amount of SO2 that is required to keep a wine fresh under these conditions. All said though the wine tastes ok, but I wouldn't pay more than £7-8 a bottle.		sauvignon blanc sauvignon
uk	✤ BRANCOTT ESTATE ✤ MARLBOROUGH ✤ SAUVIGNON BLANC ✤ 75 cl ~ New Zealand This used to be one of my favourites of all time but, based on the last few experiences I have had, both via ‘Amazon Pantry’ & elsewhere, the 2016 label is more ‘tropical’ in taste for my liking and a tad ‘zesty’ in the mouth. Not a great year, I guess? It happens...roll out the next one!		sauvignon blanc sauvignon
uk	Really nice, only problem with this wine is it can give me a little heart burn but it is nice and refreshing.		sauvignon blanc sauvignon
uk	The bottles come in labelled with Brancott Estate 2015 on the safety wrapping They are 2016. False Advertising.		sauvignon blanc sauvignon
uk	One of my favourite New Zealand whites, very reliable drop that always goes down a treat. A bit fruitier and sharper, with more gooseberry flavour than the ever popular Villa Maria. A bit too easy to drink is probably the only bad thing I can say about it.	gooseberrythin berry sharp gooseberry	sauvignon blanc sauvignon
uk	Great wine, bought as a present for my Dad who loves it! Came quickly and well packaged		sauvignon blanc sauvignon
uk	My Mam loves this wine we usually pay more at Fenwicks so was a pleasant surprise. Everyone who has tried this with us has loved it great great wine highly recommended!!		sauvignon blanc sauvignon
uk	Great Sauvignon Blanc.... Enjoy with a bit of cheese. Great on the pallet. Albeit a bit on the expensive side as a regular wine to drink, it is always good for guests.		sauvignon blanc sauvignon
uk	I'm not a fan of white wine, never have been. Until I purchased and tried this. It was recommended by a friend so I thought, what the hell! I'll just get it. I loved it and most definitely will be buying again.		sauvignon blanc sauvignon
uk	Superb wine. Laithwaites do some at half the money and just as good, try Duck & Pheasant.		sauvignon blanc sauvignon
uk	Simply magical, You need this in your wine collection but don't let it sit there too long... Let it give you enjoyment by drinking it (responsibly of course)		sauvignon blanc sauvignon
uk	Great seller and terrific wine! Highly recommend both!		sauvignon blanc sauvignon
uk	Bought this for a friends birthday and she really loved it.		sauvignon blanc sauvignon
uk	Best sauvignon blanc delicious goosberry flavours. refreshing.		sauvignon blanc sauvignon
uk	Ive just tried my first bottle of the 2014 vintage. For me it's too sharp when it's young and really benefits from a little longer in bottle. If you have the required patience it would be interesting to try one bottle now and another next year when it'll have rounded out a little flavour wise and lost some of the scorching acidity.....		sauvignon blanc sauvignon
uk	Love it, just waiting for the price to drop again before i order again.		sauvignon blanc sauvignon
uk	A very good wine. Smooth without any of the aftertaste of others. Only buy when on special offer though.		sauvignon blanc sauvignon
uk	Villa Maria always excellent product and a good price to boot. Delivery a little slow, hence the 4 stars.		sauvignon blanc sauvignon
uk	Excellent crisp citrus fruit wine. Serve very cold fantastic	citruscitrus crisp	sauvignon blanc sauvignon
uk	...at just over four pounds (at the time of writing). ❅ PINOT GRIGIO ❅ WINE of MOLDOVA ❅ 2016 ❅ 12.5% Vol ~ DRY : 2 ~ SCREW TOP More expensive brands have proved to be quite disappointing, to me, lately, but this is a very good value Pinot Grigio, from Moldova, which, nicely chilled, made a great accompaniment to light bites at a recent function in front of a roaring fire! I liked it so much I bought my own from 'Amazon Pantry'. It came wrapped in a net jacket safely in the midst of the various other goodies in the sturdy cardboard carton. I like the fact that Morrison’s have a 1-9 guide from very dry to sweet, with this being a ‘2’. In a clear glass bottle with a freshly coloured label in BLACK & GREEN with WHITE lettering, the straw-coloured wine is dry but light with an apple & mild citrus-y tone and a remarkably crisp finish. It is back in my basket for next time! [10 images refer]	applefresh citrus crisp green apple sweet dry light raw mild	pinot grigio
uk	I ordered a bottle of pinot wine, but received two. The wine is fine, but I'm fed up with getting my orders duplicated,especially as I'm paying for the extra goods!		pinot grigio
uk	I do not usually write reviews but this wine is excellent for money. Great taste and value.		pinot grigio
uk	I don't drink but everyone else seemed to like this wine and got quite happily tipsy on it....		pinot grigio
uk	Would definitely buy again ... do note it's 12.5% though!		pinot grigio
uk	The wife didn't like the taste. Using it for cooking now.		pinot grigio
uk	Now whilst I don't subscribe to over indulgence of alcohol, this wonderful wine is almost irresistible to put down, when served well chilled. Rich and fresh tasting, with plenty of fruit, and a lovely aftertaste. We were lucky to buy these on offer, but will happily buy them at other times, as required. So many supermarket Pinot’s are to sharp, and IMHO harsh. This one seems a great balance, and makes for a very refreshing and moreish drink. Cheers		pinot grigio
uk	dont like white rubbish, this was for my wife as she wants people to think she drinks a lot of water as she pours it into water bottles - amazingly!		pinot grigio
uk	A decent Pinot for the price, not as dry as I would have liked		pinot grigio
uk	Every body to their own. Fabulous taste. Not to be shared.		pinot grigio
uk	For anyone who enjoys Pinot, this is an excellent choice.		pinot grigio
uk	nice little easy drinking wine that tastes more expensive than the price tag i've set up a subscription for it		pinot grigio
uk	A lovely, light wine with a very clean taste. I bought these and served them at my wedding. The guests loved it.		pinot grigio
uk	Great value . Actually better value than the local supermarkets		pinot grigio
uk	Lovely dry wine. Great for drinking with fish, chicken, or just on its own. Serve chilled for a summer treat! Bought in a deal, so very happy. Would buy again.		pinot grigio
uk	I love really crisp wines and this Pinot Grigio certainly puts a big tick in that box. Will definitely be back for more		pinot grigio
uk	Purchased on Prime Day on behalf of my parents who drink a lot of wine but aren't wine snobs. They like it.		pinot grigio
uk	Such lovely wine, my favourite Pinot Grigio by a mile.		pinot grigio
uk	Its alright, but my word did I have a headache after the 5th bottle. I may not drink number 6 for a few days.		pinot grigio
uk	Just opened a bottle . It's a lovely refreshing wine		pinot grigio
uk	I ordered a range of the Echo Falls wine for a girls weekend. They all went and there were no complaints. I wish I could tell you more about the taste but after a cocktail making class, I was an easy sell :)		
uk	Worth trying but I cannot see myself buying this again. I thought it lacked the mango taste. It tasted fake, not real.		
uk	I loved this but my husband found it very sweet. I dont like wine generally, but could quite easily have this.		
uk	Excellent Wine, but ruined by the overpowering extra flavours. Was not liked or finished.		
uk	This is very tasty, much fruitier than standard wine which I really like especially when the sun is shining (which sadly isn't very often) I love wine anyway but sometimes like a fruitier tasting wine for longer drink when sitting in the garden and this is ideal for just that! It is also slightly weaker than standard wine at 9% not that you can tell but helps when enjoying it in the garden, this is also great for mixing with ice and lemonade for a long cocktail style drink and tastes really nice too. The bottle looks just like any other wine and is of the usual echo falls excellent quality, very very nice, now we just need more sun!		
uk	In hindsight I shouldn't have taken wine advice form an 18 year old in the Mace shop where I bought this. This stuff is synthetic and vile. It went straight down the sink.		
uk	Some idiots reviews, clearly think they're somethin		
uk	Wine arrived very promptly and as usual is very good. Will be ordering again soon!		
uk	I love this wine light crisp refreshing though can be variable as in sometimes seems little acidic despite that still love it		
uk	Started to worry when I read some of the other reviews but also needed a quick delivery of some Vidal. I ignored the 3 reviews from 2015, as after all this is a 2016 wine! Amazon you need to address this issue of reviews being posted on products incorrectly. This wine is excellent and very refreshing and bursting with flavour. It arrived well packaged, on time and totally as described. My only gripe (no pun intended) is the inaccuracy of reviews.		sauvignon blanc sauvignon vidal
uk	Wine dispatched to me was different to that shown in picture and was 12.5% alcohol not 13% as advertised and expected. I was informed that I would receive a refund for this, but to date nothing has been received.	datethin	sauvignon blanc sauvignon vidal
uk	The product I received was different too. Was disappointed but I don't think that the taste is too bad. However, as this is non refundable (& I ordered 3 boxes) I do think that customers should have been notified there was a difference and given the option to continue with the purchase. I probably would have ordered 1 box to try and then the other 2, they came as 3 separate deliveries anyway.		sauvignon blanc sauvignon vidal
uk	Very good crisp example of sauvignon blanc. Excellent minerality. Recommended.		sauvignon blanc sauvignon vidal
uk	If you love Cloudy Bay, you'll love this, especially the price diffrence!		sauvignon blanc sauvignon vidal
uk	Bought as a Christmas present for a friend, who loves this wine!		sauvignon blanc sauvignon vidal
uk	First tasted this wine in London after tasting so much rubbish. It's lovely refreshing wine and not cheap but neither is it too expensive		sauvignon blanc sauvignon vidal
uk	The product ordered and the product delivered are different. The product delivered is no way near as good. Avoid!		sauvignon blanc sauvignon vidal
uk	Arrived on time BUT delivered 5 bottles out of 6 ordered! the box was damanged badly and wet and bottles were sticking out of the box! Considering strong smell of alcohol I was prepared for disappointment. Positive is -it's taste as I know it-5 STAR. I wish they have different rating for shipment and product. I have ordered 3 more boxes, taking the risk, as I really like the product, and packaging of these boxes was perfect. Negative reviews based on quality of the wine made me to update my review.		sauvignon blanc sauvignon vidal
uk	I you like sweet wine, you gonna love it! We have bought it on our trip to Portugal than I was crazy to find where to buy it again. Fortunately I found it on Amazon. Taste this and you will see how good is.		port white port
uk	Double wrapped to keep it fresh and to prevent breakage. Well done.		port white port
uk	Lovely white port, very similar to a dessert wine. Also tastes great from Port Sipper glasses.		port white port
uk	Was a little uncertain when ordering this but arrived on time securely packaged and has been very well received, good quality and shall be ordering again.		port white port
uk	Given as a gift and they loved it. Said it tastes great		port white port
uk	Great tasting wine and it is one of my favourites as it is on the sweeter side and isn't dry. However, it is overpriced and ASDA sell it for £7		riesling
uk	Bought for some friends who will not drink anything else! On the sweet side for me!		riesling
uk	Very fruity with a dry aftertaste. In a bit more detail the first sip is sweet and boisterous. Perfectly drinkable but make sure it is well chilled. The sweetness settles down and you can taste the fruitiness in more detail, there is a hint of apple and orchard fruit. After swallowing there is a lingering after taste, mostly dry with a bit of a tang, in contrast to the initial taste. I drink Riesling and Chenin Blanc as my usuals, this is a very good tipple. Bottle is well presented and delivery is in a secure polystyrene so very little risk of breaking. For the price though, I really don't feel it's amazing value. For £10 you'd be very happy. However by all means do try it, it's a good wine and goes down very well.	applefruity apple sweet dry	riesling
uk	I'm rather fond of a Riesling, and, although this is not the nicest bottle I've ever drunk, it was certainly a pleasant tipple. Its quite a punchy sweet mouthful on first sampling, and I did worry it was going to be a bit too tart to enjoy, but if you let it sit on the palette for a moment or two it opens up into a much richer, fuller flavoured, apply sort of taste, with a tangy, drier aftertaste. It's certainly worth a go if you like a reasonably sweet, fruity wine.		riesling
uk	As you would expect, the taste, aroma and finish of this Riesling is a cut above the kind of wines you`ll pay half the price for. If you have something special planned, or just fancy an indulgent evening and a nice bottle of white with some spicy foods - the sweetness of this really complements such dishes - then this is an excellent choice.		riesling
uk	I'm a big fan of Riesing wine and this one didn't disappoint. A refreshing wine that, although a little drier than I would normally go for, still delivered and is perfect either to drink on its own or paired with food. Very enjoyable!		riesling
uk	It's a good bottle at the price, and unlike many rieslings, it stands alone rather than necessarily being a wine-with-food. I prefer Riesling to edge a little towards the sweet, and this does that, with some nice floral/appley tones.		riesling
uk	Being unable to drink alcohol I passed this on to my parents you very much enjoyed the quality and flavour. I think.		riesling
uk	Quite drinkable drop of wine with a nice balance of sweetness and acidity but with lower tannins than a cabernet. This is not unusual since my experience is that low priced Merlot tends to be a lot more drinkable than other grape varieties. The internal packaging is not recyclable but the cardboard is. I suspect that this is offset by the lower environmental impact due to lower weight and less transport costs. I know it's considered sacrilege to chill red wines but not so much for a cheaper one as long as it is robust enough to survive the flavour dampening effect of the lower temperatures and this wine is. If you do put it in the fridge after opening it lasts for a week or two without tasting corked. Very refreshing on a warm summers day when chilled.		merlot
uk	Not bad at all, served at the right temperature there are no tannins on the nose or tongue. Like most budget Merlots it lacks the slightly smokey after taste but it's full bodied and pleasant enough. Good value for money.		merlot
uk	JP Chenet is the top selling brand of French wine and is easily recognised in it's distinctive wide-bodied bottle with the bent neck – a design known affectionately as Josephine. I was lucky enough to purchase this JP Chenet Merlot 2014 Wine 75 cl (Case of 6) as an Amazon Lightning Deal but even at the regular price it works out at around only a fiver a bottle. Unlike most bottles of Chenet – and French wine in general – this variety comes with a screw-top rather than a cork. I generally enjoy Chenet and it is a brand I normally buy when in France, however this 2014 Merlot is not one of the best of their's I've tried although it is reasonable enough for the price. A drinkable Merlot but far from a classic vintage – four stars at the price.		merlot
uk	As always this merlot from JB Chenet is excellent. This is the 2nd batch I have had and will certainly be ordering again when necessary. A truly nice wine.		merlot
uk	Already started drinking. Lovely. I have ordered the low alcohol sparking rose, this dispatch of red, and my next order will be bottles of white. Good quality wines at great prices for the quality.	rosetar rose tart	merlot
uk	A very good Merlot and the price was unbelievably low. I think I got a great deal.		merlot
uk	Excellent Wine, personally I love this. Nice and Fruity, hint of spice. But mellow enough to enjoy on its own.	spicefruity mellow	merlot
uk	Fantastic wine at an even more fantastic price for 6 bottles it is a lovely taste would recommend.		merlot
uk	Order arrived leaking all over our hall carbet! Not happy!		merlot
uk	God its awful. i usually like JP wine but this tastes chemically and watered down. even when put through an aerator and decanted for nearly 2 hours this is rubbish.not even any good for cooking. Amazon were good though and refunded me without question. my other concern is that it has screw tops now..i thought all full sized bottles of jp wines are still corked.		merlot
uk	Bought two cases of this, as it is a very drinkable wine at a reasonable price. I have bought for an upcoming party.		merlot
uk	This wine has been consistently good for a couple of years now - I live in France and always bought it as a favourite - now they have changed the packaging and the wine is not so good - maybe a bad harvest... would not recommend at the moment - I'm on the lookout for a new favourite !!		merlot
uk	Great tasting wine at a bargain price, got them for around £4 a bottle on an Amazon Lightning Deal !		merlot
uk	Arrived well packaged. I normally order Merlot but like Hardys so thought I'd try --- WOW I'm glad I did because its now my Favourite blend of grape and I live this taste and even buy the same year each time-- it is truly a pleasure, can be drunk happily alone or with food but it is Very hard to stop!!!!!!		merlot cabernet cabernet merlot
uk	can't beat Aussie reds - hence the awards. recommended for quality and price.		merlot cabernet cabernet merlot
uk	Bought as a gift and was told it was very nice Thank you!		merlot cabernet cabernet merlot
uk	I enjoy a full bodied red wine. I prefer Chilean producers and I like something that's priced to both enjoy and use without thinking about cost. Any of the Casillero del Diablo reds hit that spot. Based on traditional methods and generations of experience, this is a producer which has moved with the times to deliver great tasting, good value plonk there's no acidic afterburn, the cherry and black currant fruit taste are there, it's a robust, full bodied glass of red which will sit happily with a lasagne or casserole. Or, even better, as a room temp drink to help the cook'sprep. Simply, it's a really good value red. Full of distinct flavours, without excess acidity and one of my favourite stock 'red'. Just make sure to serve at room temp to really bring out the taste.	cherryburn thin lean acidic robust	cabernet sauvignon sauvignon cabernet
